Plot,Latin,Quadrat,x,y,TreeID,Tag,StemID,StemTag,Census,DBH,HOM,Date,Codes,Stem,Status,SpeciesNumber,StatusNumeric
bci,Acalypha diversifolia,0,6.2,15.6,230880,260033,2,,7,28,1.3,18/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,0,10.2,0.1,268527,400007,2,,7,,,18/01/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,0,1.3,14.6,305779,500004,5,,7,,,18/01/2010,R,main,alive,3,1
bci,Acalypha diversifolia,0,1.2,15.8,305780,500005,2,,7,,,18/01/2010,R,main,alive,3,1
bci,Acalypha diversifolia,0,1.9,12.2,344834,700001,4,1,7,24,1.3,18/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,0,2.1,13.9,344835,700002,3,,7,25,1.3,18/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,0,0.1,16,344836,700003,2,1,7,18,1.3,18/01/2010,"L,M",main,alive,3,1
bci,Acalypha diversifolia,0,0.5,17.4,344837,700004,2,,7,15,1.3,18/01/2010,R,main,alive,3,1
bci,Acalypha diversifolia,0,4.1,17.2,344840,700007,2,1,7,29,1.3,18/01/2010,"L,M",main,alive,3,1
bci,Acalypha diversifolia,0,4.6,17.4,344841,700008,2,1,7,19,1.3,18/01/2010,"L,M",main,alive,3,1
bci,Acalypha diversifolia,0,4.2,16.6,344842,700009,1,,7,23,1.3,18/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,0,4.7,16.8,344843,700010,1,,7,34,1.3,18/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,0,4.8,17.2,344844,700011,1,,7,18,1.3,18/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,0,8.3,2.4,344850,700017,2,1,7,22,1.3,18/01/2010,M,main,alive,3,1
bci,Acalypha diversifolia,0,8.4,1.3,344851,700018,2,,7,,,18/01/2010,R,main,alive,3,1
bci,Acalypha diversifolia,0,10.6,1.2,344852,700019,2,1,7,34,1.3,18/01/2010,M,main,alive,3,1
bci,Acalypha diversifolia,0,18.9,0.2,345526,700699,3,1,7,49,1.3,18/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,0,0.09,14.88,455028,800000,1,,7,11,1.3,18/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,1,1.3,28.2,344872,700040,1,,7,103,1.3,19/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,1,2.7,28,344873,700041,2,,7,,,19/01/2010,R,main,alive,3,1
bci,Acalypha diversifolia,1,1.3,29.8,344877,700045,1,,7,42,1.3,19/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,1,0.3,31.8,344881,700049,4,1,7,53,1.3,19/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,1,5.7,31.4,344888,700056,1,,7,27,1.3,19/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,1,1.86,31.83,455044,800014,1,,7,16,1.3,19/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,13,10.6,270.3,345199,700372,3,1,7,27,1.3,11/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,16,12.62,320.68,455561,800525,1,,7,53,1.3,22/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,17,14,351.3,306100,500972,2,,7,,,23/02/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,17,8.79,356.89,455586,800550,1,,7,15,1.3,23/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,18,2.5,371.9,269002,400487,2,,7,,,24/02/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,107,25.4,147.2,227692,256238,5,,7,,,27/01/2010,OR,main,alive,3,1
bci,Acalypha diversifolia,111,27.3,232,269670,401265,10,1,7,50,1.3,05/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,111,25.7,230.14,455838,801154,1,,7,14,1.3,05/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,116,22.4,336.7,345796,701271,3,1,7,52,1.3,18/02/2010,L,main,alive,3,1
bci,Acalypha diversifolia,119,26.45,390.93,456025,801338,1,1,7,23,1.3,24/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,122,36.8,440.6,306411,501291,5,,7,,,03/03/2010,R,main,alive,3,1
bci,Acalypha diversifolia,123,31.15,473.6,456116,801428,1,,7,12,1.3,04/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,123,34.81,473.74,456120,801432,1,,7,12,1.3,04/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,200,49,14.3,221617,250053,17,1,7,42,1.3,18/01/2010,"L,R",main,alive,3,1
bci,Acalypha diversifolia,200,48.1,15.5,326576,602013,1,,7,,,18/01/2010,"D,T",main,dead,3,0
bci,Acalypha diversifolia,200,48.3,15.9,326577,602014,3,,7,16,1.3,18/01/2010,L,main,alive,3,1
bci,Acalypha diversifolia,200,48.5,16.2,326578,602015,5,1,7,67,1.3,18/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,200,48.6,16.6,326579,602016,2,,7,,,18/01/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,200,45.2,10.3,326580,602017,2,,7,,,18/01/2010,"D,T",main,dead,3,0
bci,Acalypha diversifolia,200,46.9,8.6,326585,602022,3,,7,26,1.3,18/01/2010,L,main,alive,3,1
bci,Acalypha diversifolia,200,52.7,7.3,326594,602031,12,1,7,62,1.3,18/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,200,57.5,4.5,326639,602076,8,1,7,29,1.3,18/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,200,53.3,14.4,346129,702006,1,,7,35,1.3,18/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,200,53.1,13.3,346130,702007,4,1,7,43,1.3,18/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,200,51.8,17,346131,702008,3,1,7,34,1.3,18/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,200,51.8,17.9,346133,702010,1,,7,,,18/01/2010,"D,T",main,dead,3,0
bci,Acalypha diversifolia,200,58,15,346136,702013,2,1,7,31,1.3,18/01/2010,M,main,alive,3,1
bci,Acalypha diversifolia,200,58.3,15,346137,702014,1,,7,22,1.3,18/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,200,54.3,19.8,346542,702696,1,,7,,,18/01/2010,"D,T",main,dead,3,0
bci,Acalypha diversifolia,200,50.9,15.6,346543,702697,1,,7,,,18/01/2010,"D,T",main,dead,3,0
bci,Acalypha diversifolia,200,50.9,14.9,346545,702699,4,1,7,22,1.3,18/01/2010,"L,R",main,alive,3,1
bci,Acalypha diversifolia,200,51.58,10.88,456145,802002,1,,7,14,1.3,18/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,200,50.6,11.06,456146,802003,1,1,7,11,1.3,18/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,200,52.37,14.3,456147,802004,1,,7,23,1.3,18/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,200,48.39,16.8,456148,802700,1,,7,11,1.3,18/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,201,40.1,23.1,221734,250176,7,,7,,,19/01/2010,"D,T",main,dead,3,0
bci,Acalypha diversifolia,202,57.2,45.9,326747,602189,3,,7,,,19/01/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,202,53.9,52.3,327228,602697,1,,7,29,1.3,19/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,203,51.2,69.2,222242,250691,12,,7,,,20/01/2010,R,main,alive,3,1
bci,Acalypha diversifolia,203,42.7,61.8,346539,702693,2,1,7,27,1.3,20/01/2010,M,main,alive,3,1
bci,Acalypha diversifolia,205,45.9,111.5,270303,402083,4,,7,,,25/01/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,207,49.5,156.2,222928,251396,2,,7,,,26/01/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,212,58.9,259.8,223888,252368,5,,7,,,05/02/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,215,50.27,310.74,456303,802154,1,1,7,23,1.3,19/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,222,52.5,454.1,307085,502643,2,,7,,,10/03/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,222,49.8,455.3,327139,602600,6,1,7,32,1.6,10/03/2010,"L,R",main,alive,3,1
bci,Acalypha diversifolia,222,49.9,448.4,327141,602602,4,1,7,27,1.3,10/03/2010,"L,M",main,alive,3,1
bci,Acalypha diversifolia,222,50.3,453.6,327149,602610,5,1,7,69,1.3,10/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,222,45.9,455.1,346393,702292,2,,7,,,10/03/2010,R,main,alive,3,1
bci,Acalypha diversifolia,222,48.7,454.4,346394,702293,1,,7,53,1.3,10/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,222,48.4,454.8,347801,704661,2,,7,,,10/03/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,222,45.25,455.49,456505,802357,1,,7,14,1.3,10/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,222,46.3,455.26,456506,802358,1,,7,14,1.3,10/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,222,48.28,456.3,456508,802360,1,,7,17,1.3,10/03/2010,L,main,alive,3,1
bci,Acalypha diversifolia,222,45.27,459.12,456509,802361,1,1,7,31,1.3,10/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,222,58.04,454.71,456529,802381,1,1,7,24,1.3,10/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,222,57.85,452.36,456532,802384,1,,7,18,1.3,10/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,300,62.5,4.1,270945,403005,10,,7,,,18/01/2010,"D,T",main,dead,3,0
bci,Acalypha diversifolia,300,66.4,16.2,307269,503010,2,,7,,,18/01/2010,OR,main,alive,3,1
bci,Acalypha diversifolia,300,60.3,3.7,327238,603006,1,,7,,,18/01/2010,"D,T",main,dead,3,0
bci,Acalypha diversifolia,300,60.4,4,327239,603007,1,,7,,,18/01/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,300,60.3,4.6,327240,603008,1,,7,,,18/01/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,300,60.6,4.8,327241,603009,6,,7,,,18/01/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,300,60.3,9.5,327244,603012,2,1,7,28,1.3,18/01/2010,M,main,alive,3,1
bci,Acalypha diversifolia,300,61.1,10.3,327245,603013,2,,7,,,18/01/2010,R,main,alive,3,1
bci,Acalypha diversifolia,300,60.4,10.7,327246,603014,2,,7,,,18/01/2010,R,main,alive,3,1
bci,Acalypha diversifolia,303,74.1,67.7,327298,603068,6,,7,,,20/01/2010,R,main,alive,3,1
bci,Acalypha diversifolia,303,77.7,70.8,327320,603090,1,,7,42,1.3,20/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,303,79.1,65.4,327322,603092,4,,7,25,1.3,20/01/2010,L,main,alive,3,1
bci,Acalypha diversifolia,303,72.8,66.3,347194,703695,2,1,7,25,1.3,20/01/2010,M,main,alive,3,1
bci,Acalypha diversifolia,323,63.6,471.4,221321,249756,10,,7,,,22/03/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,323,64.6,472.9,325900,600353,3,,7,,,22/03/2010,"D,T",main,dead,3,0
bci,Acalypha diversifolia,323,62.7,476.6,346043,701574,3,1,7,36,1.3,22/03/2010,L,main,alive,3,1
bci,Acalypha diversifolia,323,64.04,475.3,457104,803447,1,1,7,49,1.3,22/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,323,65.16,473.16,457107,803450,1,,7,16,1.3,22/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,324,64.2,496.68,457135,803476,1,1,7,39,1.3,24/03/2010,L,main,alive,3,1
bci,Acalypha diversifolia,403,82.3,66.3,327723,604053,14,1,7,37,1.3,20/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,403,81.3,72.3,327726,604056,1,,7,40,1.3,20/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,403,87.4,67.6,327745,604075,1,,7,32,1.3,20/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,404,81.1,88.6,328090,604696,6,1,7,25,1.3,21/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,404,81.3,92.5,347269,704072,1,,7,44,1.3,21/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,404,81.6,92.7,347270,704073,1,,7,35,1.3,21/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,404,80.1,94.8,347271,704074,3,1,7,24,1.3,21/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,405,84.8,109.8,347289,704092,2,1,7,41,1.3,21/01/2010,M,main,alive,3,1
bci,Acalypha diversifolia,406,94.4,128,272001,404083,3,,7,,,22/01/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,406,85.1,131.4,347305,704108,1,,7,17,1.3,22/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,407,96.6,145.3,272042,404125,7,,7,,,25/01/2010,"D,T",main,dead,3,0
bci,Acalypha diversifolia,409,81.6,191,238730,269965,9,,7,12,1.3,27/01/2010,R,main,alive,3,1
bci,Acalypha diversifolia,420,89.8,410.9,215784,244068,5,,7,,,26/02/2010,OR,main,alive,3,1
bci,Acalypha diversifolia,420,89,418.3,272292,404376,2,,7,,,26/02/2010,OR,main,alive,3,1
bci,Acalypha diversifolia,500,119.18,14.27,457633,805007,1,,7,21,1.3,18/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,502,113.7,48.8,238801,270042,2,,7,,,20/01/2010,"D,T",main,dead,3,0
bci,Acalypha diversifolia,505,110.3,111.8,272613,405084,3,,7,,,26/01/2010,"D,T",main,dead,3,0
bci,Acalypha diversifolia,509,116.3,185.4,348310,705664,3,,7,,,04/02/2010,R,main,alive,3,1
bci,Acalypha diversifolia,509,116.5,184.42,457774,805144,1,,7,17,1.3,04/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,511,114.4,231.7,308442,505965,2,,7,,,10/02/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,511,116,230.6,348078,705260,1,,7,,,10/02/2010,"D,T",main,dead,3,0
bci,Acalypha diversifolia,517,107.4,349.3,273018,405491,5,1,7,24,1.3,02/03/2010,M,main,alive,3,1
bci,Acalypha diversifolia,520,108.24,415.16,458035,805392,1,,7,12,1.3,09/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,521,111.9,434.1,211037,238976,16,1,7,19,1.3,10/03/2010,R,main,alive,3,1
bci,Acalypha diversifolia,521,106.6,427.1,273160,405635,7,,7,20,1.3,10/03/2010,L,main,alive,3,1
bci,Acalypha diversifolia,521,104.1,423,458049,805406,1,,7,17,1.3,10/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,523,100.8,460.8,273231,405706,1,,7,58,1.3,15/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,600,139.1,1,202901,230213,3,1,7,35,1.3,19/01/2010,M,main,alive,3,1
bci,Acalypha diversifolia,602,124.8,46,273388,406017,5,1,7,21,1.3,22/01/2010,R,main,alive,3,1
bci,Acalypha diversifolia,609,138.8,183.9,348478,706135,1,,7,39,1.3,03/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,610,126.2,201.9,204435,231766,2,,7,,,04/02/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,610,120.1,201.6,348480,706137,1,,7,20,1.3,04/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,620,127.36,412.22,458490,806668,1,1,7,29,1.3,03/03/2010,L,main,alive,3,1
bci,Acalypha diversifolia,700,141.6,15.4,345410,700583,1,,7,,,25/01/2010,"D,C",main,dead,3,0
bci,Acalypha diversifolia,700,142.2,15.3,345411,700584,1,,7,15,1.3,25/01/2010,L,main,alive,3,1
bci,Acalypha diversifolia,700,141.5,14.8,348944,707003,3,1,7,28,1.3,25/01/2010,L,main,alive,3,1
bci,Acalypha diversifolia,700,144.79,0.42,458552,807005,1,,7,12,1.3,25/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,700,141.35,12.51,458554,807007,1,1,7,29,1.3,25/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,702,153.9,55.6,274378,407028,3,,7,,,27/01/2010,R,main,alive,3,1
bci,Acalypha diversifolia,709,148.4,194,199560,226496,12,1,7,23,1.3,11/02/2010,L,main,alive,3,1
bci,Acalypha diversifolia,709,140.7,183.9,274645,407296,1,,7,43,1.3,11/02/2010,L,main,alive,3,1
bci,Acalypha diversifolia,709,147.1,197.3,274654,407305,2,,7,,,11/02/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,709,148.9,194.6,274658,407309,1,,7,,,11/02/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,709,148,199.2,309212,507992,2,,7,,,11/02/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,709,147.9,198.8,349180,707249,1,,7,18,1.3,11/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,709,141.1,182.94,458722,807172,1,,7,11,1.3,11/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,709,146.5,195.12,458724,807174,1,,7,10,1.3,11/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,709,158.2,191.04,458730,807180,1,,7,33,1.3,11/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,710,153.7,217.4,199812,226750,2,,7,,,18/02/2010,"D,T",main,dead,3,0
bci,Acalypha diversifolia,710,152.55,215.3,458757,807208,1,,7,24,1.3,18/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,712,144.7,256.4,349238,707309,2,1,7,13,1.3,23/02/2010,M,main,alive,3,1
bci,Acalypha diversifolia,712,149.22,257.2,458801,807253,1,,7,10,1.3,23/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,712,153.8,259.91,458805,807257,1,,7,16,1.3,23/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,713,156.8,262.2,345996,701483,2,1,7,14,1.3,24/02/2010,M,main,alive,3,1
bci,Acalypha diversifolia,718,158.5,362.5,309208,507988,1,,7,,,08/03/2010,"D,T",main,dead,3,0
bci,Acalypha diversifolia,722,151.06,456.75,459026,807477,1,,7,15,1.3,15/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,802,176.1,50.6,193681,220521,1,,7,,,27/01/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,805,162.91,112.16,459120,808027,1,,7,12,1.3,01/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,809,160.4,190.3,329900,608685,2,,7,,,09/02/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,809,161.97,186.14,459255,808161,1,,7,14,1.3,09/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,809,161.57,186.4,459256,808162,1,,7,11,1.3,09/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,809,163.62,187.02,459257,808163,1,,7,36,1.3,09/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,809,161.47,186.84,459258,808164,1,,7,10,1.3,09/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,809,160.76,186.88,459259,808166,1,,7,11,1.3,09/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,809,160.88,188.05,459260,808167,1,,7,13,1.3,09/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,809,169.1,195.23,459262,808169,1,,7,11,1.3,09/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,809,168.26,193.09,459265,808172,1,,7,21,1.3,09/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,809,171.42,194.38,459273,808180,1,,7,31,1.3,09/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,810,170.2,203.6,195036,221900,2,,7,,,10/02/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,810,170.6,203.2,349676,708120,2,,7,,,10/02/2010,R,main,alive,3,1
bci,Acalypha diversifolia,813,160.3,266.1,349710,708155,2,1,7,20,1.3,22/02/2010,"L,M",main,alive,3,1
bci,Acalypha diversifolia,817,160.9,354.6,196470,223363,8,1,7,19,1.3,26/02/2010,"L,M",main,alive,3,1
bci,Acalypha diversifolia,818,177.7,362,241191,273527,2,,7,,,01/03/2010,"D,C",main,dead,3,0
bci,Acalypha diversifolia,818,160.36,364.76,459484,808381,1,,7,24,1.3,01/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,901,192.3,21,188851,215267,4,,7,,,25/01/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,901,184.8,20.4,241650,274031,10,,7,28,1.3,25/01/2010,L,main,alive,3,1
bci,Acalypha diversifolia,901,197.4,32.2,276090,409067,6,,7,,,25/01/2010,OR,main,alive,3,1
bci,Acalypha diversifolia,901,193,34.7,350004,709054,1,,7,41,1.3,25/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,901,195.5,32.4,350007,709057,1,,7,23,1.3,25/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,901,195.6,32.7,350008,709058,1,,7,13,1.3,25/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,901,195.3,32.9,350009,709059,2,,7,18,1.3,25/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,901,195.4,33.4,350010,709060,1,,7,37,1.3,25/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,901,196.3,32.4,350011,709061,1,,7,14,1.3,25/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,901,195.9,34.8,350012,709062,3,1,7,22,1.3,25/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,901,196.5,34.9,350013,709063,3,1,7,27,1.3,25/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,901,197.2,32.7,350014,709064,1,,7,12,1.3,25/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,901,197.6,32.8,350015,709065,1,,7,12,1.3,25/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,904,197.8,99.6,330005,609095,1,,7,49,1.3,28/01/2010,L,main,alive,3,1
bci,Acalypha diversifolia,904,197.36,99.91,350066,709121,2,1,7,22,1.3,28/01/2010,M,main,alive,3,1
bci,Acalypha diversifolia,904,197.8,88.2,350078,709134,2,,7,24,1.3,28/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,904,199.78,81.12,459696,809069,1,,7,17,1.3,28/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,904,197.26,80.14,459698,809071,1,1,7,24,1.3,28/01/2010,L,main,alive,3,1
bci,Acalypha diversifolia,905,192.6,100.6,330025,609115,1,,7,53,1.3,29/01/2010,L,main,alive,3,1
bci,Acalypha diversifolia,905,195.6,103.8,346037,701566,2,,7,,,29/01/2010,R,main,alive,3,1
bci,Acalypha diversifolia,905,194.3,101.7,350084,709142,1,,7,33,1.3,29/01/2010,L,main,alive,3,1
bci,Acalypha diversifolia,905,199.49,101.14,459714,809081,1,,7,13,1.3,29/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,1001,204.31,36.6,460175,810007,1,,7,16,1.3,26/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,1003,201.1,78.9,184112,210465,6,,7,,,29/01/2010,R,main,alive,3,1
bci,Acalypha diversifolia,1004,215.74,99.88,350566,710054,1,,7,39,1.3,01/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,1004,204.7,83.98,460202,810027,1,,7,14,1.3,01/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,1005,204.1,104.5,330410,610060,2,,7,,,02/02/2010,R,main,alive,3,1
bci,Acalypha diversifolia,1005,213.6,102.6,350581,710070,1,,7,17,1.3,02/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,1009,214.3,191.5,277081,410265,4,,7,,,19/02/2010,OR,main,alive,3,1
bci,Acalypha diversifolia,1010,214.3,207.7,310184,510182,2,,7,,,22/02/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,1010,216,215.2,350678,710174,3,1,7,26,1.3,22/02/2010,M,main,alive,3,1
bci,Acalypha diversifolia,1010,216.8,213.3,350679,710176,2,1,7,27,1.3,22/02/2010,M,main,alive,3,1
bci,Acalypha diversifolia,1010,216.3,213.5,350680,710177,1,,7,,,22/02/2010,"D,T",main,dead,3,0
bci,Acalypha diversifolia,1010,216,213.7,350681,710178,1,,7,,,22/02/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,1010,218.44,218.44,460343,810161,1,1,7,24,1.3,22/02/2010,L,main,alive,3,1
bci,Acalypha diversifolia,1016,211.4,320.6,186888,213275,2,,7,,,09/03/2010,OR,main,alive,3,1
bci,Acalypha diversifolia,1101,236.6,31.6,350928,711009,1,,7,46,1.3,26/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,1103,237.1,77.7,277723,411111,7,1,7,40,1.3,28/01/2010,,main,alive,3,1
bci,Acalypha diversifolia,1103,230.4,79.8,350947,711029,2,1,7,37,1.3,28/01/2010,M,main,alive,3,1
bci,Acalypha diversifolia,1104,230.87,80.19,460750,811085,1,,7,15,1.3,01/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,1104,229.77,80.12,460783,811683,1,,7,13,1.3,01/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,1106,234.15,123.06,460806,811139,1,,7,17,1.3,04/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,1107,226.6,143.4,329784,608501,5,,7,,,05/02/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,1107,230.2,144.4,329786,608503,1,,7,64,1.3,05/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,1107,230.2,144.7,329787,608504,1,,7,,,05/02/2010,"D,C",main,dead,3,0
bci,Acalypha diversifolia,1107,224.9,144.2,330820,611109,4,,7,,,05/02/2010,R,main,alive,3,1
bci,Acalypha diversifolia,1107,226,142.2,330847,611138,4,,7,,,05/02/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,1107,226.2,143.3,330848,611139,2,,7,,,05/02/2010,"D,N",main,dead,3,0
bci,Acalypha diversifolia,1107,232.1,143.4,330850,611141,1,,7,31,1.3,05/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,1107,224.91,143.5,460815,811145,1,,7,20,1.3,05/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,1107,224.6,142.48,460816,811146,1,,7,15,1.3,05/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,1107,226.23,141.78,460831,811161,1,,7,12,1.3,05/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,1107,230.35,147.58,460832,811162,1,,7,10,1.3,05/02/2010,,main,alive,3,1
bci,Acalypha diversifolia,1109,223.9,197.2,180498,206518,13,1,7,29,1.3,10/02/2010,L,main,alive,3,1
bci,Acalypha diversifolia,1109,224.5,198.3,351008,711097,1,,7,29,1.3,10/02/2010,L,main,alive,3,1
bci,Acalypha diversifolia,1109,225.2,198.3,351010,711099,3,1,7,34,1.3,10/02/2010,L,main,alive,3,1
bci,Acalypha diversifolia,1110,221.4,201.8,351015,711104,2,1,7,28,1.3,18/02/2010,"L,M",main,alive,3,1
bci,Acalypha diversifolia,1110,224.1,213.4,351016,711105,3,1,7,19,1.3,18/02/2010,L,main,alive,3,1
bci,Acalypha diversifolia,1112,226.6,255.2,351051,711142,3,1,7,46,1.3,01/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,1112,225.84,253.4,460935,811251,1,1,7,16,1.3,01/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,1112,227.48,253.96,460936,811252,1,,7,23,1.3,01/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,1112,227.63,253.46,460937,811253,1,1,7,16,1.3,01/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,1113,228.64,275.72,460965,811272,1,,7,20,1.3,03/03/2010,,main,alive,3,1
bci,Acalypha diversifolia,1113,234.02,278.54,460982,811289,1,,7,12,1.3,03/03/2010,,main,alive,3,1
